"","pollutant_id","pollutant_averaging","date","pollutant_value","pollutant_unit","station_id","X","Y","ID_estacion","method_id"
"1","NO2",1,2020-01-01 00:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"2","NO2",1,2020-01-01 01:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"3","NO2",1,2020-01-01 02:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"4","NO2",1,2020-01-01 03:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"5","NO2",1,2020-01-01 04:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"6","NO2",1,2020-01-01 05:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"7","NO2",1,2020-01-01 06:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"8","NO2",1,2020-01-01 07:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"9","NO2",1,2020-01-01 08:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"10","NO2",1,2020-01-01 09:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"11","NO2",1,2020-01-01 10:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"12","NO2",1,2020-01-01 11:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"13","NO2",1,2020-01-01 12:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"14","NO2",1,2020-01-01 13:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"15","NO2",1,2020-01-01 14:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"16","NO2",1,2020-01-01 15:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"17","NO2",1,2020-01-01 16:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"18","NO2",1,2020-01-01 17:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"19","NO2",1,2020-01-01 18:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"20","NO2",1,2020-01-01 19:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"21","NO2",1,2020-01-01 20:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"22","NO2",1,2020-01-01 21:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"23","NO2",1,2020-01-01 22:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"24","NO2",1,2020-01-01 23:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"25","NO2",1,2020-01-02 00:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"26","NO2",1,2020-01-02 01:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"27","NO2",1,2020-01-02 02:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"28","NO2",1,2020-01-02 03:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
"29","NO2",1,2020-01-02 04:00:00,NA,"ug/m3","UYMVD_E6",579229,6142255,"Curva de  Maronas","UYMVD_NO2_2"
